Year,State,Data Status,Residential Revenue in Thousand Dollars,Residential Sales in Megawatthours,Residential Customer Count,Residential Price in Cents/kWh,Commercial Revenue in Thousand Dollars,Commercial Sales in Megawatthours,Commercial Customer Count,Commercial Price in Cents/kWh,Industrial Revenue in Thousand Dollars,Industrial Sales in Megawatthours,Industrial Customer Count,Industrial Price in Cents/kWh,Transportation Revenue in Thousand Dollars,Transportation Sales in Megawatthours,Transportation Customer Count,Transportation Price in Cents/kWh,Other Revenue in Thousand Dollars,Other Sales in Megawatthours,Other Customer Count,Other Price in Cents/kWh,Total Revenue in Thousand Dollars,Total Sales in Megawatthours,Total Customer Count,Total Price in Cents/kWh
1990,AK,Final,167998,1661309,.,10,177645,1972116,.,9,36308,459283,.,8,.,.,.,.,21301,161130,.,13,403247,4253839,.,9
1990,AL,Final,1366083,20718679,.,7,738047,10978788,.,7,1199222,27617687,.,4,.,.,.,.,34241,610459,.,6,3337594,59925613,.,6
1990,AR,Final,851685,10557865,.,8,422196,6075078,.,7,516152,10126207,.,5,.,.,.,.,42942,606143,.,7,1832979,27365296,.,7
1990,AZ,Final,1390115,15377684,.,9,1138694,13731291,.,8,560111,10033741,.,6,.,.,.,.,125807,2326872,.,5,3214725,41469585,.,8
1990,CA,Final,6646479,66574670,.,10,7541253,79691298,.,9,4071492,55891513,.,7,.,.,.,.,404381,8935441,.,5,18663604,211092921,.,9
1990,CO,Final,687084,9787279,.,7,768032,13553025,.,6,295788,6586860,.,4,.,.,.,.,63149,867424,.,7,1814049,30794589,.,6
1990,CT,Final,1038460,10375882,.,10,942670,10342476,.,9,460626,6099932,.,8,.,.,.,.,47353,368947,.,13,2489109,27187240,.,9
1990,DC,Final,90320,1480356,.,6,322119,5073157,.,6,153717,2976219,.,5,.,.,.,.,18427,318713,.,6,584583,9848445,.,6
1990,DE,Final,222545,2651447,.,8,159717,2310713,.,7,147636,3271591,.,5,.,.,.,.,5179,50114,.,10,535072,8283868,.,6
1990,FL,Final,5527171,71114670,.,8,3421034,51342235,.,7,844104,16604581,.,5,.,.,.,.,305558,4473395,.,7,10097869,143534878,.,7
1990,GA,Final,2233265,29932836,.,7,1676868,22867547,.,7,1290544,26717324,.,5,.,.,.,.,74791,922408,.,8,5275470,80440115,.,7
1990,HI,Final,238408,2323950,.,10,223319,2194417,.,10,282628,3733754,.,8,.,.,.,.,5492,58419,.,9,749848,8310540,.,9
1990,IA,Final,821178,10513101,.,8,421538,6727380,.,6,453290,11392481,.,4,.,.,.,.,48622,804416,.,6,1744626,29437380,.,6
1990,ID,Final,274082,5626311,.,5,207823,4894063,.,4,187817,7165289,.,3,.,.,.,.,14785,317759,.,5,684511,18003422,.,4
1990,IL,Final,3260358,32871442,.,10,2464895,31734448,.,8,2121723,39298520,.,5,.,.,.,.,513971,7672368,.,7,8360944,111576774,.,7
1990,IN,Final,1519282,22110950,.,7,937573,15501742,.,6,1456485,35743097,.,4,.,.,.,.,50608,626429,.,8,3963950,73982218,.,5
1990,KS,Final,744998,9514697,.,8,609175,9169289,.,7,399867,8087146,.,5,.,.,.,.,30869,377638,.,8,1784908,27148766,.,7
1990,KY,Final,957514,16813545,.,6,497210,9252218,.,5,1165366,32543260,.,4,.,.,.,.,116721,2487853,.,5,2736807,61096873,.,4
1990,LA,Final,1587467,21433524,.,7,973398,13814111,.,7,1082569,25861968,.,4,.,.,.,.,186744,2716288,.,7,3830174,63825890,.,6
1990,MA,Final,1504941,15581196,.,10,1589746,18565267,.,9,801597,10156904,.,8,.,.,.,.,124041,1138304,.,11,4020327,45441672,.,9
1990,MD,Final,1379761,19101665,.,7,701543,10452013,.,7,984268,19308301,.,5,.,.,.,.,55854,671751,.,8,3121423,49533729,.,6
1990,ME,Final,365519,3932267,.,9,214496,2672724,.,8,283011,4750046,.,6,.,.,.,.,18879,173942,.,11,881903,11528975,.,8
1990,MI,Final,1982482,25318851,.,8,1678551,20609560,.,8,2051269,35062021,.,6,.,.,.,.,137349,1376437,.,10,5849651,82366870,.,7
1990,MN,Final,1010592,14857555,.,7,483354,8085871,.,6,973369,23496826,.,4,.,.,.,.,48856,726659,.,7,2516172,47166914,.,5
1990,MO,Final,1592729,21652353,.,7,1192964,18468963,.,6,639878,12937381,.,5,.,.,.,.,59001,865938,.,7,3484571,53924638,.,6
1990,MS,Final,845127,12265641,.,7,486201,6746134,.,7,578933,12454455,.,5,.,.,.,.,53051,660849,.,8,1963314,32127077,.,6
1990,MT,Final,183019,3358385,.,5,128107,2737526,.,5,187147,6529327,.,3,.,.,.,.,21270,499346,.,4,519544,13124583,.,4
1990,NC,Final,2599409,33144041,.,8,1530508,23834909,.,6,1491998,31264698,.,5,.,.,.,.,117719,1680838,.,7,5739631,89924487,.,6
1990,ND,Final,184784,2954024,.,6,115688,1794510,.,6,84329,1759713,.,5,.,.,.,.,18489,505606,.,4,403293,7013849,.,6
1990,NE,Final,423389,6799606,.,6,291603,5086141,.,6,193534,4618082,.,4,.,.,.,.,87133,1364424,.,6,995665,17868252,.,6
1990,NH,Final,356128,3444196,.,10,191075,2010427,.,10,255513,3418392,.,7,.,.,.,.,13585,106601,.,13,816302,8979614,.,9
1990,NJ,Final,2123447,20497981,.,10,2400040,26838616,.,9,1107442,15040847,.,7,.,.,.,.,76504,479244,.,16,5707434,62856686,.,9
1990,NM,Final,318672,3565533,.,9,363175,4464123,.,8,219615,4412882,.,5,.,.,.,.,79606,1378224,.,6,981068,13820760,.,7
1990,NV,Final,315921,5539534,.,6,239151,3865559,.,6,294048,6262803,.,5,.,.,.,.,30697,683998,.,4,879817,16351894,.,5
1990,NY,Final,4414190,38574309,.,11,4911434,46921091,.,10,1846248,31929348,.,6,.,.,.,.,947333,11899687,.,8,12119202,129324439,.,9
1990,OH,Final,3048950,37889449,.,8,2268895,30540856,.,7,2807913,69681658,.,4,.,.,.,.,267473,4353507,.,6,8393230,142465472,.,6
1990,OK,Final,1124494,17077367,.,7,668062,11633982,.,6,427321,11763695,.,4,.,.,.,.,108111,2029174,.,5,2327991,42504220,.,5
1990,OR,Final,727265,15379614,.,5,542606,11319210,.,5,489503,15498134,.,3,.,.,.,.,37219,780487,.,5,1796595,42977443,.,4
1990,PA,Final,3519366,38164153,.,9,2359834,29159184,.,8,2747622,45991880,.,6,.,.,.,.,155010,1435443,.,11,8781831,114750660,.,8
1990,RI,Final,233826,2376295,.,10,222634,2492126,.,9,113020,1354199,.,8,.,.,.,.,17798,196356,.,9,587288,6418978,.,9
1990,SC,Final,1305102,18257716,.,7,733904,11926736,.,6,1031925,24701256,.,4,.,.,.,.,42361,766080,.,6,3113292,55651790,.,6
1990,SD,Final,199167,2866176,.,7,96919,1450044,.,7,77145,1656961,.,5,.,.,.,.,14838,360714,.,4,388071,6333893,.,6
1990,TN,Final,1636627,28756837,.,6,738774,12127835,.,6,1656024,35312602,.,5,.,.,.,.,65026,947496,.,7,4096453,77144770,.,5
1990,TX,Final,5947366,82547570,.,7,3843076,62238154,.,6,3390548,84086943,.,4,.,.,.,.,533621,8542460,.,6,13714615,237415126,.,6
1990,UT,Final,302855,4246106,.,7,282529,4514613,.,6,219380,5766212,.,4,.,.,.,.,36361,874744,.,4,841129,15401673,.,5
1990,VA,Final,2038636,28129554,.,7,1225465,20213040,.,6,699742,16398544,.,4,.,.,.,.,422268,7955131,.,5,4386111,72696270,.,6
1990,VT,Final,167609,1808617,.,9,126186,1484125,.,9,91377,1381173,.,7,.,.,.,.,5132,42317,.,12,390304,4716230,.,8
1990,WA,Final,1265910,28808844,.,4,733561,17682978,.,4,972036,40711980,.,2,.,.,.,.,120368,3842350,.,3,3091876,91046150,.,3
1990,WI,Final,1087158,16385267,.,7,733469,12697933,.,6,774243,19405056,.,4,.,.,.,.,45942,709772,.,6,2640811,49198027,.,5
1990,WV,Final,446792,7577863,.,6,267444,4991117,.,5,372928,10469459,.,4,.,.,.,.,7698,93990,.,8,1094863,23132431,.,5
1990,WY,Final,102694,1719932,.,6,112469,2175802,.,5,268441,7729470,.,3,.,.,.,.,11344,143635,.,8,494945,11768838,.,4
1991,AK,Final,171087,1602778,.,11,185865,2005246,.,9,38275,465877,.,8,.,.,.,.,22033,181811,.,12,417259,4255712,.,10
1991,AL,Final,1424738,21293429,.,7,772999,11349000,.,7,1223477,27985477,.,4,.,.,.,.,34613,599422,.,6,3455828,61227325,.,6
1991,AR,Final,891553,11000634,.,8,437986,6300360,.,7,530630,10517511,.,5,.,.,.,.,42448,621758,.,7,1902619,28440256,.,7
1991,AZ,Final,1430267,15641499,.,9,1160910,13982060,.,8,580405,10404970,.,6,.,.,.,.,111705,1819889,.,6,3283287,41848417,.,8
1991,CA,Final,7120397,66016701,.,11,7876227,78424653,.,10,4259687,56191046,.,8,.,.,.,.,404834,8018089,.,5,19661146,208650490,.,9
1991,CO,Final,713847,10099387,.,7,787282,13741500,.,6,307848,6748179,.,5,.,.,.,.,63707,867621,.,7,1872682,31456689,.,6
1991,CT,Final,1097438,10440513,.,11,1001134,10544096,.,9,461498,5822465,.,8,.,.,.,.,48899,364334,.,13,2608969,27171404,.,10
1991,DC,Final,103970,1580079,.,7,347984,5238080,.,7,165903,3053128,.,5,.,.,.,.,19673,323876,.,6,637530,10195163,.,6
1991,DE,Final,243344,2824340,.,9,170122,2419529,.,7,153185,3240945,.,5,.,.,.,.,5611,51050,.,11,572261,8535865,.,7
1991,FL,Final,5759430,72813986,.,8,3549204,52440504,.,7,855605,16482265,.,5,.,.,.,.,315166,4599488,.,7,10479404,146336239,.,7
1991,GA,Final,2264007,30186630,.,8,1709681,23240749,.,7,1300456,27193099,.,5,.,.,.,.,78453,918604,.,9,5352594,81539086,.,7
1991,HI,Final,252001,2395665,.,11,237453,2297843,.,10,290943,3773036,.,8,.,.,.,.,5505,57547,.,10,785901,8524091,.,9
1991,IA,Final,866430,11159189,.,8,443932,7123124,.,6,468565,11684147,.,4,.,.,.,.,50058,815004,.,6,1828987,30781462,.,6
1991,ID,Final,291641,5971037,.,5,206452,4865138,.,4,181228,6908837,.,3,.,.,.,.,14526,300592,.,5,693846,18045604,.,4
1991,IL,Final,3549079,35963793,.,10,2632023,33118782,.,8,2179892,39712089,.,5,.,.,.,.,552303,8073893,.,7,8913300,116868559,.,8
1991,IN,Final,1630485,24220122,.,7,973816,16381408,.,6,1444900,35786820,.,4,.,.,.,.,51063,645387,.,8,4100264,77033736,.,5
1991,KS,Final,777383,9933309,.,8,632033,9551119,.,7,410015,8283740,.,5,.,.,.,.,31283,384058,.,8,1850716,28152224,.,7
1991,KY,Final,1059489,18644458,.,6,528297,9899869,.,5,1115683,32938944,.,3,.,.,.,.,126064,2710528,.,5,2829530,64193803,.,4
1991,LA,Final,1595960,21576815,.,7,981886,13970338,.,7,1102231,26583901,.,4,.,.,.,.,163708,2573244,.,6,3843787,64704299,.,6
1991,MA,Final,1599159,15379420,.,10,1707623,18516908,.,9,834697,9793514,.,9,.,.,.,.,128981,1106948,.,12,4270460,44796786,.,10
1991,MD,Final,1602645,20295448,.,8,749556,10667414,.,7,1069135,19448114,.,6,.,.,.,.,60952,696831,.,9,3482287,51107809,.,7
1991,ME,Final,399076,3817134,.,10,243243,2685496,.,9,315578,4708840,.,7,.,.,.,.,20969,171310,.,12,978863,11382783,.,9
1991,MI,Final,2157926,26759510,.,8,1756558,21454733,.,8,2061462,35006635,.,6,.,.,.,.,118905,1297662,.,9,6094851,84518542,.,7
1991,MN,Final,1082883,15655101,.,7,510517,8416649,.,6,1018593,23937845,.,4,.,.,.,.,51639,745003,.,7,2663630,48754597,.,5
1991,MO,Final,1727704,23386303,.,7,1220603,19111774,.,6,642814,13113854,.,5,.,.,.,.,62269,902226,.,7,3653390,56514157,.,6
1991,MS,Final,861027,12517521,.,7,490685,6831769,.,7,585267,13024289,.,4,.,.,.,.,50816,645806,.,8,1987794,33019383,.,6
1991,MT,Final,199218,3458894,.,6,140943,2818850,.,5,193272,6622098,.,3,.,.,.,.,22016,506759,.,4,555447,13406599,.,4
1991,NC,Final,2732678,34390833,.,8,1599950,24675722,.,6,1517631,31514220,.,5,.,.,.,.,122335,1735708,.,7,5972598,92316484,.,6
1991,ND,Final,192380,3096206,.,6,119932,1875987,.,6,85736,1762079,.,5,.,.,.,.,19524,520927,.,4,417569,7255202,.,6
1991,NE,Final,434977,7138298,.,6,297022,5291348,.,6,194676,4689781,.,4,.,.,.,.,92452,1485762,.,6,1019127,18605193,.,5
1991,NH,Final,348362,3356706,.,10,194741,2029125,.,10,242788,3265025,.,7,.,.,.,.,14183,110920,.,13,800075,8761774,.,9
1991,NJ,Final,2329102,21539104,.,11,2558933,27627097,.,9,1152466,15031232,.,8,.,.,.,.,79153,485119,.,16,6119656,64682552,.,9
1991,NM,Final,332973,3665111,.,9,373237,4532875,.,8,219734,4546441,.,5,.,.,.,.,78948,1339514,.,6,1004892,14083945,.,7
1991,NV,Final,340691,5781827,.,6,252157,3986737,.,6,305521,6172513,.,5,.,.,.,.,33428,684343,.,5,931794,16625419,.,6
1991,NY,Final,4689927,39177424,.,12,5098819,46981962,.,11,1917863,31111531,.,6,.,.,.,.,957877,12140051,.,8,12664493,129410968,.,10
1991,OH,Final,3339526,40942448,.,8,2434500,32325492,.,8,2849833,67856138,.,4,.,.,.,.,275687,4534241,.,6,8899547,145658320,.,6
1991,OK,Final,1077659,15324940,.,7,643299,10586713,.,6,439794,11414862,.,4,.,.,.,.,116952,2077881,.,6,2277704,39404397,.,6
1991,OR,Final,767600,15949121,.,5,563115,11614084,.,5,481755,15296761,.,3,.,.,.,.,41912,790788,.,5,1854385,43650751,.,4
1991,PA,Final,3794766,39597641,.,10,2539487,30552516,.,8,2812918,44728178,.,6,.,.,.,.,163372,1458664,.,11,9310545,116336997,.,8
1991,RI,Final,260404,2368832,.,11,244375,2474169,.,10,126361,1363160,.,9,.,.,.,.,19941,196886,.,10,651086,6403046,.,10
1991,SC,Final,1350524,18706763,.,7,759906,12208945,.,6,1055633,25360811,.,4,.,.,.,.,45282,792815,.,6,3211345,57069331,.,6
1991,SD,Final,209969,3039890,.,7,102413,1521975,.,7,80008,1726159,.,5,.,.,.,.,17263,397117,.,4,409650,6685142,.,6
1991,TN,Final,1671412,29605275,.,6,734742,12096992,.,6,1606856,35667295,.,5,.,.,.,.,70082,1020578,.,7,4083092,78390143,.,5
1991,TX,Final,6361303,84088110,.,8,4041271,61447400,.,7,3488788,84122423,.,4,.,.,.,.,663082,10693854,.,6,14554446,240351789,.,6
1991,UT,Final,317478,4460041,.,7,288399,4733977,.,6,226080,5875923,.,4,.,.,.,.,36602,837460,.,4,868558,15907404,.,5
1991,VA,Final,2173237,29607347,.,7,1284045,21230493,.,6,677829,16028804,.,4,.,.,.,.,440896,8244506,.,5,4576008,75111149,.,6
1991,VT,Final,169922,1783450,.,10,133098,1491488,.,9,97504,1389670,.,7,.,.,.,.,5348,39849,.,13,405872,4704455,.,9
1991,WA,Final,1303940,29889138,.,4,760389,18143350,.,4,936907,40838987,.,2,.,.,.,.,123193,3842033,.,3,3124426,92713508,.,3
1991,WI,Final,1168339,17349466,.,7,773960,13308794,.,6,793317,19685676,.,4,.,.,.,.,45978,688270,.,7,2781595,51032208,.,5
1991,WV,Final,479402,8106274,.,6,282410,5218904,.,5,374433,10205954,.,4,.,.,.,.,8071,93814,.,9,1144319,23624946,.,5
1991,WY,Final,109223,1819414,.,6,120033,2310466,.,5,261504,7498103,.,3,.,.,.,.,8531,128862,.,7,499291,11756847,.,4
1992,AK,Final,177544,1640135,.,11,192321,2034708,.,9,39055,504279,.,8,.,.,.,.,22715,159812,.,14,431635,4338935,.,10
1992,AL,Final,1413407,21136707,.,7,747867,10916982,.,7,1263895,29476078,.,4,.,.,.,.,37175,636894,.,6,3462344,62166661,.,6
1992,AR,Final,864632,10440089,.,8,439277,6176586,.,7,564554,11251478,.,5,.,.,.,.,39475,582958,.,7,1907939,28451113,.,7
1992,AZ,Final,1555072,16230296,.,10,1249968,14467710,.,9,636648,11055251,.,6,.,.,.,.,109024,1898014,.,6,3550710,43651271,.,8
1992,CA,Final,7543676,68121106,.,11,8291326,80234568,.,10,4333426,57089509,.,8,.,.,.,.,443140,8002059,.,6,20611569,213447241,.,10
1992,CO,Final,735776,10215715,.,7,801250,13897582,.,6,314365,6848997,.,5,.,.,.,.,65426,859677,.,8,1916818,31821971,.,6
1992,CT,Final,1162265,10496046,.,11,1034214,10484811,.,10,475114,5779536,.,8,.,.,.,.,51026,366579,.,14,2722617,27126973,.,10
1992,DC,Final,98401,1487974,.,7,360963,5226804,.,7,169613,2987181,.,6,.,.,.,.,21246,341061,.,6,650222,10043021,.,6
1992,DE,Final,241277,2786233,.,9,171523,2445195,.,7,152983,3248214,.,5,.,.,.,.,5707,52741,.,11,571491,8532382,.,7
1992,FL,Final,5671187,73188923,.,8,3461113,52620260,.,7,828372,16497053,.,5,.,.,.,.,320479,4703701,.,7,10281151,147009941,.,7
1992,GA,Final,2360572,30527585,.,8,1778117,23714683,.,8,1341510,28197008,.,5,.,.,.,.,82847,952156,.,9,5563048,83391432,.,7
1992,HI,Final,265829,2438376,.,11,248185,2356266,.,11,298596,3811321,.,8,.,.,.,.,5915,60930,.,10,818526,8666888,.,9
1992,IA,Final,825291,10290462,.,8,445939,7018603,.,6,487224,12134348,.,4,.,.,.,.,48762,764661,.,6,1807215,30208072,.,6
1992,ID,Final,282696,5738743,.,5,229549,5339620,.,4,205690,7551047,.,3,.,.,.,.,16767,378794,.,4,734702,19008206,.,4
1992,IL,Final,3331864,32367011,.,10,2544669,31456855,.,8,2238051,40898339,.,5,.,.,.,.,540692,7798316,.,7,8655276,112520518,.,8
1992,IN,Final,1567045,22837036,.,7,964336,16082608,.,6,1498809,37438599,.,4,.,.,.,.,50672,618567,.,8,4080862,76976812,.,5
1992,KS,Final,700729,8872899,.,8,627408,9399895,.,7,416503,8450499,.,5,.,.,.,.,30719,345814,.,9,1775356,27069104,.,7
1992,KY,Final,1013398,17786737,.,6,506407,9575691,.,5,1170102,37083527,.,3,.,.,.,.,122268,2621861,.,5,2812179,67067820,.,4
1992,LA,Final,1592358,21187675,.,8,994671,13838870,.,7,1159530,27466440,.,4,.,.,.,.,167815,2605342,.,6,3914372,65098329,.,6
1992,MA,Final,1651863,15560071,.,11,1734562,18629489,.,9,831313,9662901,.,9,.,.,.,.,129142,1145620,.,11,4346885,44998082,.,10
1992,MD,Final,1575464,19762032,.,8,763510,10769686,.,7,1068051,19768026,.,5,.,.,.,.,61480,689042,.,9,3468509,50988788,.,7
1992,ME,Final,435513,3829581,.,11,253127,2729541,.,9,328052,4753027,.,7,.,.,.,.,22058,170874,.,13,1038748,11483027,.,9
1992,MI,Final,2081706,25670668,.,8,1755745,21208469,.,8,2103856,35656773,.,6,.,.,.,.,121259,1304317,.,9,6062562,83840226,.,7
1992,MN,Final,1040669,14847982,.,7,507940,8290948,.,6,1020026,23556855,.,4,.,.,.,.,49722,716369,.,7,2618359,47412152,.,6
1992,MO,Final,1583534,21293573,.,7,1200407,18792384,.,6,642669,13440250,.,5,.,.,.,.,62491,884646,.,7,3489098,54410855,.,6
1992,MS,Final,870927,12422485,.,7,489274,6732154,.,7,595299,13490594,.,4,.,.,.,.,50359,595955,.,8,2005856,33241189,.,6
1992,MT,Final,191814,3286366,.,6,147730,2859487,.,5,185562,6414380,.,3,.,.,.,.,24073,536150,.,4,549178,13096381,.,4
1992,NC,Final,2819897,34761066,.,8,1666088,25142416,.,7,1601812,32521881,.,5,.,.,.,.,125054,1769972,.,7,6212848,94195332,.,7
1992,ND,Final,191100,3020003,.,6,113530,1752213,.,6,89351,1835482,.,5,.,.,.,.,20041,520679,.,4,414024,7128380,.,6
1992,NE,Final,411420,6561473,.,6,297169,5266039,.,6,193151,4752478,.,4,.,.,.,.,81477,1204340,.,7,983219,17784330,.,6
1992,NH,Final,389429,3428235,.,11,215561,2077226,.,10,272290,3332746,.,8,.,.,.,.,15597,116105,.,13,892875,8954314,.,10
1992,NJ,Final,2232822,20547015,.,11,2557718,27403255,.,9,1131971,14687421,.,8,.,.,.,.,81152,484665,.,17,6003665,63122358,.,10
1992,NM,Final,343593,3791300,.,9,383012,4629913,.,8,221146,4608808,.,5,.,.,.,.,79346,1401458,.,6,1027101,14431480,.,7
1992,NV,Final,375255,6064333,.,6,264315,4174993,.,6,331097,6723204,.,5,.,.,.,.,35393,733721,.,5,1006059,17696253,.,6
1992,NY,Final,4812888,38719530,.,12,5204305,46591363,.,11,2017377,31027285,.,7,.,.,.,.,1057153,12131533,.,9,13091726,128469712,.,10
1992,OH,Final,3224509,39140657,.,8,2409351,31818312,.,8,2884990,69674158,.,4,.,.,.,.,272779,4383338,.,6,8791626,145016464,.,6
1992,OK,Final,1022185,14253847,.,7,631126,10338403,.,6,448007,11598899,.,4,.,.,.,.,117833,2076056,.,6,2219151,38267209,.,6
1992,OR,Final,749656,15202147,.,5,576311,11818379,.,5,486232,15123151,.,3,.,.,.,.,38145,766498,.,5,1850344,42910175,.,4
1992,PA,Final,3793344,39245066,.,10,2606075,30779059,.,8,2788106,44869413,.,6,.,.,.,.,159397,1394078,.,11,9346923,116287618,.,8
1992,RI,Final,264055,2363315,.,11,249387,2480534,.,10,125351,1359066,.,9,.,.,.,.,19484,189643,.,10,658280,6392561,.,10
1992,SC,Final,1361360,18939699,.,7,763411,12375105,.,6,1061117,26304749,.,4,.,.,.,.,44655,781366,.,6,3230541,58400921,.,6
1992,SD,Final,201730,2842525,.,7,102942,1517975,.,7,82765,1777306,.,5,.,.,.,.,16204,356041,.,5,403640,6493845,.,6
1992,TN,Final,1681850,29498154,.,6,420453,6469566,.,7,1919676,41694781,.,5,.,.,.,.,68354,921615,.,7,4090330,78584112,.,5
1992,TX,Final,6342652,81933580,.,8,4151698,61695681,.,7,3587260,85421158,.,4,.,.,.,.,658441,10380619,.,6,14740048,239431038,.,6
1992,UT,Final,314027,4505461,.,7,296029,4955704,.,6,228697,6211696,.,4,.,.,.,.,39016,894196,.,4,877772,16567055,.,5
1992,VA,Final,2273320,29780324,.,8,1346643,21609573,.,6,715372,16713730,.,4,.,.,.,.,464686,8344798,.,6,4800023,76448427,.,6
1992,VT,Final,184249,1927134,.,10,141117,1527001,.,9,105108,1440228,.,7,.,.,.,.,6009,46672,.,13,436480,4941031,.,9
1992,WA,Final,1267677,28435824,.,4,806846,18727289,.,4,858307,38331617,.,2,.,.,.,.,127696,3824587,.,3,3060524,89319317,.,3
1992,WI,Final,1147577,16614668,.,7,782127,13242758,.,6,814779,20381549,.,4,.,.,.,.,48330,686114,.,7,2792815,50925088,.,5
1992,WV,Final,502012,8138301,.,6,294551,5227517,.,6,398382,10369860,.,4,.,.,.,.,8199,95442,.,9,1203147,23831117,.,5
1992,WY,Final,107241,1762625,.,6,121387,2349802,.,5,261972,7441811,.,4,.,.,.,.,9326,145710,.,6,499927,11699947,.,4
1993,AK,Final,181605,1629037,.,11,196902,2062399,.,10,41050,501060,.,8,.,.,.,.,23252,182133,.,13,442808,4374626,.,10
1993,AL,Final,1544206,22627782,.,7,780261,11254231,.,7,1324478,30523625,.,4,.,.,.,.,38391,652037,.,6,3687333,65057675,.,6
1993,AR,Final,972799,11761761,.,8,471350,6698105,.,7,611167,12609005,.,5,.,.,.,.,41178,594063,.,7,2096490,31662932,.,7
1993,AZ,Final,1611387,16705092,.,10,1288252,14813140,.,9,637720,10989058,.,6,.,.,.,.,107207,1900567,.,6,3644564,44407854,.,8
1993,CA,Final,7613059,67358694,.,11,8269231,79058162,.,10,4120804,56189186,.,7,.,.,.,.,398382,7893888,.,5,20401477,210499926,.,10
1993,CO,Final,771493,10655734,.,7,839047,14422395,.,6,317553,7024009,.,5,.,.,.,.,66037,855666,.,8,1994129,32957802,.,6
1993,CT,Final,1207449,10596641,.,11,1071857,10676841,.,10,464001,5597348,.,8,.,.,.,.,51775,367656,.,14,2795082,27238488,.,10
1993,DC,Final,117349,1634807,.,7,387351,5417566,.,7,176012,2976390,.,6,.,.,.,.,22365,345859,.,6,703077,10374622,.,7
1993,DE,Final,274384,3043827,.,9,188946,2604585,.,7,166898,3416811,.,5,.,.,.,.,6581,55912,.,12,636812,9121133,.,7
1993,FL,Final,6137047,76827417,.,8,3669193,54875681,.,7,857508,16297719,.,5,.,.,.,.,330288,4747000,.,7,10994034,152747819,.,7
1993,GA,Final,2639593,33866822,.,8,1873181,25168564,.,7,1378754,29084291,.,5,.,.,.,.,91069,1071366,.,9,5982597,89191039,.,7
1993,HI,Final,303167,2468578,.,12,276058,2363223,.,12,337239,3769878,.,9,.,.,.,.,6329,56233,.,11,922798,8657909,.,11
1993,IA,Final,890136,11103103,.,8,462322,7268932,.,6,488928,12465071,.,4,.,.,.,.,74146,1266802,.,6,1915530,32103911,.,6
1993,ID,Final,311876,6245111,.,5,219445,4968603,.,4,203082,7222067,.,3,.,.,.,.,14177,284059,.,5,748582,18719840,.,4
1993,IL,Final,3621679,35225721,.,10,2749069,34354864,.,8,2192746,40249440,.,5,.,.,.,.,559219,7956351,.,7,9122711,117786373,.,8
1993,IN,Final,1666417,24978466,.,7,991351,17015035,.,6,1530186,39415341,.,4,.,.,.,.,47030,522651,.,9,4234986,81931490,.,5
1993,KS,Final,785299,9986318,.,8,653947,9753229,.,7,430106,8702317,.,5,.,.,.,.,32662,366522,.,9,1902021,28808384,.,7
1993,KY,Final,1096038,19223127,.,6,519470,9828936,.,5,1197862,36320038,.,3,.,.,.,.,129920,2777084,.,5,2943291,68149185,.,4
1993,LA,Final,1740707,22430247,.,8,1062393,14398303,.,7,1261796,28439212,.,4,.,.,.,.,177012,2488067,.,7,4241904,67755825,.,6
1993,MA,Final,1737123,15785271,.,11,1827747,18896865,.,10,832126,9604594,.,9,.,.,.,.,121349,994015,.,12,4518345,45280749,.,10
1993,MD,Final,1769786,21546122,.,8,811505,11316964,.,7,1100113,20200630,.,5,.,.,.,.,66935,808686,.,8,3748338,53872404,.,7
1993,ME,Final,442724,3872292,.,11,271003,2868390,.,9,350840,5039632,.,7,.,.,.,.,22749,172040,.,13,1087317,11952356,.,9
1993,MI,Final,2184505,26770174,.,8,2319010,28930388,.,8,1632453,30571545,.,5,.,.,.,.,120411,1316496,.,9,6256381,87588602,.,7
1993,MN,Final,1105317,15596985,.,7,528687,8535124,.,6,1072081,24384332,.,4,.,.,.,.,49783,694227,.,7,2755867,49210670,.,6
1993,MO,Final,1756697,24182047,.,7,1246674,19914074,.,6,641842,13617993,.,5,.,.,.,.,64445,907951,.,7,3709661,58622068,.,6
1993,MS,Final,940424,13199806,.,7,498156,6685014,.,7,653356,14229237,.,5,.,.,.,.,55264,635243,.,9,2147197,34749302,.,6
1993,MT,Final,207656,3597986,.,6,154222,3026076,.,5,181215,5836580,.,3,.,.,.,.,21132,468584,.,5,564227,12929225,.,4
1993,NC,Final,3086158,37742398,.,8,1763804,26747461,.,7,1641610,33487658,.,5,.,.,.,.,127233,1800039,.,7,6618806,99777555,.,7
1993,ND,Final,202548,3209082,.,6,118617,1830759,.,6,92387,1904642,.,5,.,.,.,.,19434,487475,.,4,432986,7431959,.,6
1993,NE,Final,451557,7226028,.,6,310625,5471340,.,6,200386,4962539,.,4,.,.,.,.,76180,1089133,.,7,1038749,18749041,.,6
1993,NH,Final,420965,3420321,.,12,233797,2122568,.,11,280166,3099592,.,9,.,.,.,.,15757,118486,.,13,950684,8760969,.,11
1993,NJ,Final,2514344,22042044,.,11,2773723,28493042,.,10,1180451,14595878,.,8,.,.,.,.,85890,489681,.,18,6554406,65620646,.,10
1993,NM,Final,356546,3884263,.,9,398182,4759364,.,8,234227,4816122,.,5,.,.,.,.,89925,1467131,.,6,1078880,14926878,.,7
