Year,State,Data Status,Residential Revenue in Thousand Dollars,Residential Sales in Megawatthours,Residential Customer Count,Residential Price in Cents/kWh,Commercial Revenue in Thousand Dollars,Commercial Sales in Megawatthours,Commercial Customer Count,Commercial Price in Cents/kWh,Industrial Revenue in Thousand Dollars,Industrial Sales in Megawatthours,Industrial Customer Count,Industrial Price in Cents/kWh,Transportation Revenue in Thousand Dollars,Transportation Sales in Megawatthours,Transportation Customer Count,Transportation Price in Cents/kWh,Other Revenue in Thousand Dollars,Other Sales in Megawatthours,Other Customer Count,Other Price in Cents/kWh,Total Revenue in Thousand Dollars,Total Sales in Megawatthours,Total Customer Count,Total Price in Cents/kWh
2015,NE,Final,1010527,9532132,825942,11,807429,9307834,149818,9,808820,10655107,60553,8,0,0,0,.,.,.,.,.,2626776,29495073,1036313,9
2015,NH,Final,837549,4526948,607463,19,672092,4491173,105832,15,252331,1981028,3277,13,0,0,0,.,.,.,.,.,1761972,10999149,716573,16
2015,NJ,Final,4607270,29142283,3489108,16,4952384,38722730,512893,13,778985,7320398,12190,11,31193,304212,6,10,.,.,.,.,10369832,75489623,4014197,14
2015,NM,Final,828169,6641724,871044,12,914718,8877046,142030,10,479753,7574783,9347,6,0,0,0,.,.,.,.,.,2222641,23093553,1022421,10
2015,NV,Final,1574103,12338538,1126219,13,889432,9613997,160490,9,948626,14058811,3681,7,760,8344,1,9,.,.,.,.,3412922,36019690,1290391,9
2015,NY,Final,9456188,51012745,7079095,19,11785740,77005625,1055128,15,1140573,18079200,7631,6,364797,2816085,7,13,.,.,.,.,22747297,148913655,8141860,15
2015,OH,Final,6590569,51492954,4892912,13,4743183,47123923,620806,10,3548736,50556675,19152,7,3049,39672,2,8,.,.,.,.,14885537,149213224,5532873,10
2015,OK,Final,2293592,22615824,1723937,10,1588067,20691105,277383,8,964329,18029456,18687,5,0,0,0,.,.,.,.,.,4845987,61336385,2020007,8
2015,OR,Final,1948315,18269007,1686974,11,1410427,16021066,229114,9,773009,12949776,25242,6,2205,24125,2,9,.,.,.,.,4133956,47263974,1941331,9
2015,PA,Final,7423145,54418663,5304275,14,4199202,43745173,690876,10,3411815,47404272,23728,7,60692,775920,6,8,.,.,.,.,15094854,146344028,6018884,10
2015,RI,Final,604825,3135506,440190,19,584484,3704812,58903,16,109866,798532,1852,14,4795,25868,1,19,.,.,.,.,1303970,7664718,500947,17
2015,SC,Final,3778451,30059188,2185966,13,2239686,21927007,357722,10,1774038,29342051,4290,6,0,0,0,.,.,.,.,.,7792175,81328246,2547978,10
2015,SD,Final,506522,4571325,388374,11,434765,4748637,69869,9,204932,2782017,3749,7,0,0,0,.,.,.,.,.,1146220,12101979,461993,9
2015,TN,Final,4291880,41667411,2783057,10,3553029,34981552,476407,10,1418464,22983145,1245,6,0,0,0,.,.,.,.,.,9263373,99632108,3260709,9
2015,TX,Final,16838434,145651913,10317999,12,11115260,136323562,1425773,8,6161020,110182265,105937,6,9585,179614,3,5,.,.,.,.,34124300,392337354,11849712,9
2015,UT,Final,992264,9117153,1021839,11,1001542,11614593,121310,9,580074,9404984,9571,6,5589,55620,1,10,.,.,.,.,2579468,30192350,1152721,9
2015,VA,Final,5221259,45928411,3332082,11,3969545,48347037,428369,8,1218736,17537165,3714,7,15929,196432,1,8,.,.,.,.,10425468,112009045,3764165,9
2015,VT,Final,356986,2088940,312059,17,292344,2010568,53610,15,146022,1421601,231,10,0,0,0,.,.,.,.,.,795352,5521109,365900,14
2015,WA,Final,3098110,34071987,2945759,9,2405629,29266512,365092,8,1164912,26772299,29162,4,433,5288,6,8,.,.,.,.,6669084,90116086,3340019,7
2015,WI,Final,2994383,21214787,2647223,14,2561808,23514103,347451,11,1816081,23969851,5528,8,28,191,1,15,.,.,.,.,7372300,68698932,3000203,11
2015,WV,Final,1153344,11437451,861332,10,671689,7800740,141680,9,795823,13064835,11949,6,0,0,0,.,.,.,.,.,2620857,32303026,1014962,8
2015,WY,Final,293517,2676702,268226,11,358000,3924590,57686,9,697582,10323470,10560,7,0,0,0,.,.,.,.,.,1349099,16924762,336472,8
2016,AK,Final,407365,2006392,283258,20,479547,2731499,52805,18,210807,1385311,1344,15,0,0,0,.,.,.,.,.,1097719,6123202,337406,18
2016,AL,Final,3843395,32055546,2200574,12,2626821,23634474,367009,11,1966223,32535121,7268,6,0,0,0,.,.,.,.,.,8436439,88225141,2574851,10
2016,AR,Final,1764930,17784233,1368867,10,1002233,12177633,190179,8,986087,16226147,36431,6,44,425,2,10,.,.,.,.,3753295,46188438,1595478,8
2016,AZ,Final,4094426,33690783,2725508,12,3078184,29564157,318197,10,908697,14975656,8131,6,718,7232,2,10,.,.,.,.,8082024,78237828,3051838,10
2016,CA,Final,15359795,88311069,13445133,17,17603177,116774684,1692323,15,6076719,50979124,148547,12,76635,781758,15,10,.,.,.,.,39116327,256846635,15286018,15
2016,CO,Final,2273979,18833722,2260068,12,1996042,20800136,366998,10,1109890,15103434,16244,7,6348,64745,1,10,.,.,.,.,5386259,54802037,2643311,10
2016,CT,Final,2536772,12676983,1486740,20,2000464,12701264,152181,16,431744,3370068,4408,13,19821,182772,4,11,.,.,.,.,4988800,28931087,1643333,17
2016,DC,Final,307506,2501892,259392,12,980630,8368479,25923,12,16943,192454,1,9,31550,331178,3,10,.,.,.,.,1336629,11394003,285318,12
2016,DE,Final,639086,4763106,419233,13,426492,4235231,53367,10,183385,2260101,874,8,0,0,0,.,.,.,.,.,1248963,11258438,473473,11
2016,FL,Final,13545273,123320547,9149213,11,8506823,95547214,1199895,9,1288401,16758825,21162,8,7921,95236,2,8,.,.,.,.,23348418,235721822,10370272,10
2016,GA,Final,6659243,57889379,4240421,12,4687610,47761768,567426,10,1884161,32290121,21778,6,8677,170971,1,5,.,.,.,.,13239690,138112239,4829626,10
2016,HI,Final,717390,2611727,430942,27,766699,3111282,60836,25,770337,3722380,801,21,0,0,0,.,.,.,.,.,2254426,9445389,492578,24
2016,IA,Final,1682433,14093678,1358898,12,1126795,12291332,235822,9,1333452,22046183,7726,6,0,0,0,.,.,.,.,.,4142680,48431193,1602446,9
2016,ID,Final,813497,8172022,714364,10,487083,6279129,107551,8,564023,8611810,27848,7,0,0,0,.,.,.,.,.,1864603,23062961,849763,8
2016,IL,Final,5764945,45990052,5231540,13,4591721,50910054,606951,9,2839682,43631754,6054,7,34577,518549,3,7,.,.,.,.,13230925,141050409,5844548,9
2016,IN,Final,3892459,33025955,2821547,12,2425318,24228779,350642,10,3237626,46429174,18084,7,2054,20913,1,10,.,.,.,.,9557456,103704821,3190274,9
2016,KS,Final,1764173,13509235,1252839,13,1663730,15887392,232921,10,854601,11413547,23730,7,0,0,0,.,.,.,.,.,4282504,40810174,1509490,10
2016,KY,Final,2763077,26338437,1957189,10,1912414,19981122,302039,10,1600131,28234016,7306,6,0,0,0,.,.,.,.,.,6275622,74553575,2266534,8
2016,LA,Final,2861963,30650067,2059701,9,2139380,24895713,289777,9,1822080,35894652,19231,5,1104,12227,1,9,.,.,.,.,6824527,91452659,2368709,7
2016,MA,Final,3741859,19692896,2740862,19,4045730,25933809,402934,16,1004205,7507380,13673,13,20303,341803,2,6,.,.,.,.,8812097,53475888,3157471,16
2016,MD,Final,3886430,27316871,2288301,14,3262005,29675993,250937,11,301389,3821476,8822,8,42342,539571,5,8,.,.,.,.,7492166,61353911,2548065,12
2016,ME,Final,725746,4585825,699321,16,481742,3986488,97948,12,257723,2876638,3030,9,0,0,0,.,.,.,.,.,1465210,11448951,800299,13
2016,MI,Final,5258083,34543262,4311007,15,4146763,38985906,538671,11,2137716,30934422,6191,7,491,4223,1,12,.,.,.,.,11543053,104467813,4855870,11
2016,MN,Final,2762790,21803791,2378679,13,2316287,23501739,291567,10,1564118,21216798,9003,7,2432,24164,1,10,.,.,.,.,6645626,66546492,2679249,10
2016,MO,Final,3850746,34354932,2751460,11,2845734,30728480,376710,9,962263,13513245,10169,7,1779,21399,2,8,.,.,.,.,7660522,78618056,3138339,10
2016,MS,Final,1931958,18458928,1278616,10,1390347,14522538,232885,10,931023,16068698,11216,6,0,0,0,.,.,.,.,.,4253328,49050164,1522717,9
2016,MT,Final,530661,4852547,497171,11,492348,4831636,105935,10,223302,4416418,9813,5,0,0,0,.,.,.,.,.,1246312,14100601,612919,9
2016,NC,Final,6446114,58456809,4423529,11,4189494,48604221,672608,9,1725487,27336887,10055,6,505,6402,1,8,.,.,.,.,12361600,134404319,5106193,9
2016,ND,Final,481747,4741298,377738,10,580437,6346158,73573,9,593271,7432732,8634,8,0,0,0,.,.,.,.,.,1655454,18520188,459945,9
2016,NE,Final,1055594,9738351,834032,11,818933,9306827,149811,9,857693,11154176,61617,8,0,0,0,.,.,.,.,.,2732220,30199354,1045460,9
2016,NH,Final,815783,4438407,612717,18,644623,4466192,106899,14,246798,2000357,3249,12,0,0,0,.,.,.,.,.,1707204,10904956,722865,16
2016,NJ,Final,4573774,29090726,3510140,16,4740342,38672407,514578,12,741084,7293070,11928,10,26323,303168,6,9,.,.,.,.,10081522,75359371,4036653,13
2016,NM,Final,799336,6642511,876920,12,858346,8805876,141722,10,443256,7591160,9324,6,0,0,0,.,.,.,.,.,2100939,23039547,1027966,9
2016,NV,Final,1447619,12691942,1143668,11,787864,9929076,161591,8,794576,13515234,3654,6,656,8378,1,8,.,.,.,.,3030715,36144630,1308914,8
2016,NY,Final,8933623,50831287,7118903,18,11054211,76506968,1072893,14,1067777,17709218,7646,6,332153,2755565,8,12,.,.,.,.,21387763,147803038,8199449,14
2016,OH,Final,6551231,52524141,4911597,12,4762070,47742269,623727,10,3508525,50290693,19096,7,3228,40693,2,8,.,.,.,.,14825055,150597796,5554422,10
2016,OK,Final,2323581,22789715,1736820,10,1585720,20695703,278023,8,904809,18031136,19099,5,0,0,0,.,.,.,.,.,4814110,61516554,2033941,8
2016,OR,Final,1980615,18573242,1706621,11,1430623,16060478,231693,9,768364,12691616,24629,6,2224,24014,2,9,.,.,.,.,4181825,47349350,1962945,9
2016,PA,Final,7470000,53877130,5335555,14,4013869,43535432,696078,9,3262271,47127932,23373,7,60120,787189,6,8,.,.,.,.,14806260,145327683,6055012,10
2016,RI,Final,573661,3081562,438506,19,543194,3651317,58907,15,103046,764295,1821,13,5071,27096,1,19,.,.,.,.,1224972,7524270,499236,16
2016,SC,Final,3873817,30615596,2209780,13,2288955,22274962,369408,10,1625453,26686992,4065,6,0,0,0,.,.,.,.,.,7788225,79577550,2583254,10
2016,SD,Final,529582,4618724,392184,11,450258,4698053,70746,10,212936,2812753,3854,8,0,0,0,.,.,.,.,.,1192776,12129530,466784,10
2016,TN,Final,4349574,41773888,2812289,10,3612206,35438903,480032,10,1337298,23545648,1194,6,0,0,0,.,.,.,.,.,9299078,100758439,3293515,9
2016,TX,Final,16048318,145973181,10521731,11,11483766,139104274,1447236,8,6041600,113402713,105558,5,14385,181641,3,8,.,.,.,.,33588069,398661809,12074528,8
2016,UT,Final,1032342,9370656,1041826,11,1012493,11565312,124537,9,581252,9186991,9569,6,5524,56575,1,10,.,.,.,.,2631611,30179534,1175933,9
2016,VA,Final,5131025,45186057,3362985,11,3908785,49263847,430876,8,1156879,17648014,3708,7,14178,182747,1,8,.,.,.,.,10210868,112280665,3797570,9
2016,VT,Final,357128,2056402,312239,17,292867,2014045,55602,15,147875,1446003,230,10,0,0,0,.,.,.,.,.,797871,5516450,368070,14
2016,WA,Final,3244682,34211748,2985799,9,2443432,28989062,367851,8,1138532,25678420,29013,4,541,6086,6,9,.,.,.,.,6827187,88885316,3382668,8
2016,WI,Final,3069410,21814249,2662278,14,2572429,23884088,349329,11,1801630,24037811,5538,7,28,190,1,15,.,.,.,.,7443497,69736338,3017146,11
2016,WV,Final,1301903,11375581,860375,11,731809,7825670,142711,9,845770,12874895,11706,7,0,0,0,.,.,.,.,.,2879482,32076146,1014791,9
2016,WY,Final,306298,2751073,269647,11,353660,3762315,57434,9,695166,10041482,10657,7,0,0,0,.,.,.,.,.,1355124,16554870,337738,8
2017,AK,Final,438240,2060349,285696,21,510932,2704890,53472,19,232117,1420560,1374,16,0,0,0,.,.,.,.,.,1181289,6185799,340542,19
2017,AL,Final,3786699,30181045,2213590,13,2637503,22743813,369982,12,2052257,33316872,8050,6,0,0,0,.,.,.,.,.,8476458,86241730,2591621,10
2017,AR,Final,1749676,17026779,1380155,10,1013943,11912518,191879,9,1041103,17146265,35597,6,48,389,2,12,.,.,.,.,3804770,46085951,1607633,8
2017,AZ,Final,4259275,34251220,2764355,12,3115269,29681441,320557,11,884209,13706041,8132,6,730,7560,2,10,.,.,.,.,8259483,77646262,3093045,11
2017,CA,Final,16500848,90123505,13548293,18,18552244,117682380,1696068,16,6189685,48627406,147756,13,72460,834646,15,9,.,.,.,.,41315237,257267937,15392132,16
2017,CO,Final,2264556,18615000,2288355,12,2041429,20640793,370688,10,1163087,15501238,16228,8,7144,73155,1,10,.,.,.,.,5476216,54830186,2675272,10
2017,CT,Final,2512033,12379520,1495577,20,1981398,12335414,152903,16,424986,3243615,4386,13,19380,176981,3,11,.,.,.,.,4937798,28135530,1652869,18
2017,DC,Final,309764,2394652,267448,13,933369,8006225,26111,12,14826,180183,1,8,29842,335386,3,9,.,.,.,.,1287801,10916446,293563,12
2017,DE,Final,622385,4662598,426072,13,413794,4184668,54104,10,177390,2281337,853,8,0,0,0,.,.,.,.,.,1213569,11128603,481029,11
2017,FL,Final,14097730,121462622,9291705,12,8881601,95003681,1216936,9,1299364,16601941,21289,8,7443,86305,2,9,.,.,.,.,24286139,233154549,10529932,10
2017,GA,Final,6516806,54771449,4296976,12,4667211,46265427,572857,10,1921632,32250691,23110,6,9036,169053,1,5,.,.,.,.,13114685,133456620,4892944,10
2017,HI,Final,775853,2629679,432952,30,825062,3081632,61236,27,828074,3612890,783,23,0,0,0,.,.,.,.,.,2428989,9324201,494971,26
2017,IA,Final,1692832,13721869,1375594,12,1148435,12135026,237940,9,1431706,23065102,7745,6,0,0,0,.,.,.,.,.,4272973,48921997,1621279,9
2017,ID,Final,876364,8727901,727567,10,512663,6421001,108965,8,575797,8644888,28139,7,0,0,0,.,.,.,.,.,1964825,23793790,864671,8
2017,IL,Final,5661904,43717391,5264333,13,4542608,49987885,611666,9,2782185,42970694,5694,6,33051,520340,3,6,.,.,.,.,13019748,137196310,5881696,9
2017,IN,Final,3878281,31551558,2834090,12,2494593,23656990,352010,11,3298049,43737384,17914,8,2249,20036,1,11,.,.,.,.,9673171,98965968,3204014,10
2017,KS,Final,1732461,13013422,1259222,13,1667404,15739290,232070,11,870243,11535075,24325,8,0,0,0,.,.,.,.,.,4270108,40287787,1515617,11
2017,KY,Final,2699918,24882582,1971000,11,1900421,19292518,304455,10,1626511,28459287,7009,6,0,0,0,.,.,.,.,.,6226850,72634387,2282465,9
2017,LA,Final,2874957,29531960,2073613,10,2192502,24500349,291402,9,2035903,37160685,19610,5,1286,12941,1,10,.,.,.,.,7104647,91205935,2384626,8
2017,MA,Final,3879096,19337799,2766155,20,4138004,25968044,409715,16,952295,6859215,10354,14,21659,348263,2,6,.,.,.,.,8991053,52513321,3186226,17
2017,MD,Final,3640765,26084176,2313188,14,3106559,28893046,252965,11,317893,3797822,8754,8,40932,528841,5,8,.,.,.,.,7106149,59303885,2574912,12
2017,ME,Final,740677,4638535,707792,16,474531,3916786,99332,12,244676,2658353,3100,9,0,0,0,.,.,.,.,.,1459884,11213674,810223,13
2017,MI,Final,5078011,32977374,4344318,15,4217018,38325322,542961,11,2200758,30590574,6194,7,698,5823,2,12,.,.,.,.,11496486,101899093,4893475,11
2017,MN,Final,2813969,21573800,2403167,13,2438774,23273897,292860,10,1642588,22280917,8981,7,2291,23966,1,10,.,.,.,.,6897622,67152580,2705008,10
2017,MO,Final,3843968,33051080,2771120,12,2858219,30176974,381632,9,968061,13210525,8189,7,1924,22840,2,8,.,.,.,.,7672172,76461419,3160942,10
2017,MS,Final,1932657,17444016,1284576,11,1449402,14256157,235243,10,965966,16128614,11158,6,0,0,0,.,.,.,.,.,4348025,47828787,1530976,9
2017,MT,Final,572287,5224588,503309,11,502970,4970119,107148,10,236952,4514949,9892,5,0,0,0,.,.,.,.,.,1312209,14709656,620349,9
2017,NC,Final,6138404,56133960,4488036,11,4042918,47890455,680963,8,1699347,27393364,10045,6,303,3540,1,9,.,.,.,.,11880971,131421319,5179045,9
2017,ND,Final,498902,4848305,380100,10,600239,6529910,74527,9,668782,8762211,8708,8,0,0,0,.,.,.,.,.,1767923,20140426,463336,9
2017,NE,Final,1060436,9667990,841959,11,822118,9293401,151480,9,873216,11397616,62062,8,0,0,0,.,.,.,.,.,2755770,30359007,1055501,9
2017,NH,Final,852981,4441497,618355,19,649944,4389838,107435,15,241347,1955926,3219,12,0,0,0,.,.,.,.,.,1744272,10787261,729009,16
2017,NJ,Final,4344094,27761879,3536088,16,4663077,37971404,517403,12,742874,7343012,11774,10,27027,306645,6,9,.,.,.,.,9777072,73382940,4065270,13
2017,NM,Final,836772,6497207,880867,13,895321,8784312,143324,10,475597,7728065,9395,6,0,0,0,.,.,.,.,.,2207689,23009584,1033586,10
2017,NV,Final,1550498,12936791,1263100,12,885747,11122755,163355,8,774689,12589549,3448,6,748,8691,1,9,.,.,.,.,3211682,36657786,1429904,9
2017,NY,Final,8849146,49080757,7144413,18,11111277,75333485,1089887,15,1055297,17811455,6995,6,350433,2766736,8,13,.,.,.,.,21366152,144992433,8241303,15
2017,OH,Final,6287043,49795540,4936469,13,4639989,46158399,627163,10,3503104,50650671,18663,7,2940,39221,2,8,.,.,.,.,14433075,146643831,5582297,10
2017,OK,Final,2316983,21837596,1751033,11,1661847,20498860,281264,8,984080,18155672,18783,5,0,0,0,.,.,.,.,.,4962910,60492128,2051080,8
2017,OR,Final,2138505,20065930,1725884,11,1467501,16570754,233824,9,800856,13381811,24381,6,2367,25321,2,9,.,.,.,.,4409228,50043816,1984090,9
2017,PA,Final,7359033,51724498,5356690,14,3826399,42622565,698446,9,3241741,47889117,22725,7,54024,754716,6,7,.,.,.,.,14481197,142990896,6077867,10
2017,RI,Final,554752,3028267,437124,18,547549,3603085,59447,15,105708,725767,1783,15,4707,27552,1,17,.,.,.,.,1212716,7384671,498355,16
2017,SC,Final,3804261,29224971,2251556,13,2300878,21758082,373069,11,1677448,27113704,4380,6,0,0,0,.,.,.,.,.,7782586,78096757,2629005,10
2017,SD,Final,547554,4652890,396561,12,459762,4722666,71264,10,230254,2938119,3889,8,0,0,0,.,.,.,.,.,1237570,12313675,471714,10
2017,TN,Final,4213506,39292528,2847691,11,3558682,33727208,484320,11,1412830,24220149,1165,6,0,0,0,.,.,.,.,.,9185018,97239885,3333176,9
2017,TX,Final,15886368,144242131,10809488,11,11352259,137485841,1514707,8,6424254,119970143,114862,5,14866,182259,3,8,.,.,.,.,33677747,401880374,12439059,8
2017,UT,Final,1041820,9510783,1063289,11,1014847,11739121,127109,9,569088,9283036,9592,6,5752,56081,1,10,.,.,.,.,2631505,30589021,1199991,9
2017,VA,Final,5078889,43982440,3398529,12,4023032,50200525,422253,8,1117710,17168820,3694,7,14431,177947,1,8,.,.,.,.,10234062,111529732,3824477,9
2017,VT,Final,357641,2023424,313669,18,288831,1976594,56388,15,145424,1423644,187,10,0,0,0,.,.,.,.,.,791896,5423662,370244,15
2017,WA,Final,3600615,37282901,3037672,10,2553289,29799505,381028,9,1143982,24858604,27822,5,658,7162,6,9,.,.,.,.,7298544,91948172,3446528,8
2017,WI,Final,3045972,21233154,2681338,14,2570834,23641127,351706,11,1813523,24204631,5664,7,28,197,1,14,.,.,.,.,7430357,69079109,3038709,11
2017,WV,Final,1229699,10573463,858961,12,722937,7549430,143950,10,902668,13586126,11530,7,0,0,0,.,.,.,.,.,2855303,31709019,1014440,9
2017,WY,Final,315284,2772371,270575,11,364808,3762086,57862,10,708573,10243610,10928,7,0,0,0,.,.,.,.,.,1388664,16778067,339366,8
2018,AK,Final,433247,1974906,287523,22,491609,2646058,53954,19,231156,1351503,1386,17,0,0,0,.,.,.,.,.,1156012,5972467,342864,19
2018,AL,Final,4027603,33080380,2229470,12,2639244,23483072,371096,11,2027940,33722093,7344,6,0,0,0,.,.,.,.,.,8694787,90285545,2607910,10
2018,AR,Final,1888657,19259204,1388359,10,951473,12278279,196482,8,1018825,18064787,36597,6,50,438,2,11,.,.,.,.,3859004,49602708,1621441,8
2018,AZ,Final,4425192,34660297,2808351,13,3158290,29683550,322133,11,916272,13994441,7790,7,803,8014,2,10,.,.,.,.,8500556,78346302,3138275,11
2018,CA,Final,16782222,89099985,13591149,19,18924312,115786492,1714872,16,6561108,49713251,148740,13,64821,749882,12,9,.,.,.,.,42332462,255349610,15454773,17
2018,CO,Final,2342778,19286952,2326974,12,2105709,21023300,376101,10,1198532,16047258,15981,7,8371,92970,1,9,.,.,.,.,5655389,56450480,2719057,10
2018,CT,Final,2769009,13061372,1503701,21,2074985,12381063,153825,17,441996,3209992,4308,14,23296,181498,4,13,.,.,.,.,5309285,28833925,1661837,18
2018,DC,Final,332869,2592242,274613,13,985752,8236225,26336,12,15982,192662,1,8,32125,336781,3,10,.,.,.,.,1366729,11357910,300953,12
2018,DE,Final,635362,5070175,432449,13,419179,4342340,54905,10,187698,2360585,837,8,0,0,0,.,.,.,.,.,1242239,11773100,488191,11
2018,FL,Final,14485280,125528047,9423019,12,8845109,96265276,1229556,9,1312157,17116827,21373,8,6854,82939,2,8,.,.,.,.,24649399,238993089,10673951,10
2018,GA,Final,6847325,59689106,4354020,11,4633071,47311675,579467,10,1963178,32695791,23066,6,9354,169502,1,6,.,.,.,.,13452928,139866074,4956554,10
2018,HI,Final,880207,2710698,436266,32,906817,3033009,59662,30,937994,3593454,814,26,0,0,0,.,.,.,.,.,2725018,9337161,496741,29
2018,IA,Final,1817122,14840349,1385752,12,1202958,12420976,239716,10,1546011,23952635,7886,6,0,0,0,.,.,.,.,.,4566091,51213960,1633354,9
2018,ID,Final,855157,8427578,743564,10,510534,6436893,110794,8,575247,8889037,28416,6,0,0,0,.,.,.,.,.,1940939,23753508,882774,8
2018,IL,Final,6028532,47225915,5289571,13,4631432,50762829,616195,9,2998939,44114711,5718,7,37205,551353,3,7,.,.,.,.,13696108,142654808,5911487,10
2018,IN,Final,4239862,34574664,2863350,12,2575962,24305199,354722,11,3345716,45315949,17768,7,2213,21191,1,10,.,.,.,.,10163753,104217003,3235841,10
2018,KS,Final,1894142,14187192,1266041,13,1723136,16168750,234094,11,887869,11688061,24185,8,0,0,0,.,.,.,.,.,4505147,42044003,1524320,11
2018,KY,Final,2936379,27712722,1980206,11,1945913,19980485,305410,10,1642598,28917429,6749,6,0,0,0,.,.,.,.,.,6524890,76610636,2292366,9
2018,LA,Final,3074086,32065538,2085054,10,2184935,24690904,292750,9,2002500,37416715,19558,5,1189,12915,1,9,.,.,.,.,7262710,94186072,2397363,8
2018,MA,Final,4383449,20284674,2784243,22,4456596,25952481,408971,17,997600,6699302,10503,15,22255,348572,2,6,.,.,.,.,9859899,53285029,3203718,19
2018,MD,Final,3741620,28138474,2332516,13,3082523,29547518,254163,10,318402,3870188,8801,8,39440,530275,5,7,.,.,.,.,7181985,62086455,2595484,12
2018,ME,Final,820564,4872001,709849,17,556411,4447245,96065,13,282922,3035573,3064,9,0,0,0,.,.,.,.,.,1659897,12354819,808978,13
2018,MI,Final,5426835,35131422,4365526,15,4339291,38925268,543258,11,2187188,30806023,5969,7,730,6783,2,11,.,.,.,.,11954044,104869496,4914755,11
2018,MN,Final,3001391,22837140,2420321,13,2429217,23398557,295849,10,1691551,22467848,9403,8,2475,25832,1,10,.,.,.,.,7124633,68729377,2725574,10
2018,MO,Final,4248638,37463390,2792451,11,2931288,31179283,384490,9,966351,13391779,8085,7,2008,23575,2,9,.,.,.,.,8148285,82058027,3185027,10
2018,MS,Final,2146535,19310527,1290280,11,1515723,14530226,236870,10,993099,16549315,10988,6,0,0,0,.,.,.,.,.,4655357,50390068,1538138,9
2018,MT,Final,569768,5197686,509527,11,497390,4921231,108694,10,245120,4719928,9913,5,0,0,0,.,.,.,.,.,1312278,14838845,628134,9
2018,NC,Final,6834735,61622454,4550417,11,4228751,49298402,691668,9,1732852,27360113,10028,6,1042,12988,1,8,.,.,.,.,12797380,138293957,5252113,9
2018,ND,Final,526145,5133171,382592,10,621753,6835913,75147,9,694475,8700422,8984,8,0,0,0,.,.,.,.,.,1842373,20669506,466723,9
2018,NE,Final,1114442,10412008,849891,11,843309,9553396,153745,9,833976,10974088,61963,8,0,0,0,.,.,.,.,.,2791727,30939492,1065599,9
2018,NH,Final,913613,4641013,622670,20,702541,4442560,107804,16,263361,1962711,3175,13,0,0,0,.,.,.,.,.,1879514,11046284,733650,17
2018,NJ,Final,4550431,29530689,3568043,15,4736982,38807065,521429,12,741934,7369106,11876,10,28094,309902,6,9,.,.,.,.,10057440,76016762,4101354,13
2018,NM,Final,865755,6826442,889838,13,905498,9035272,143873,10,478397,8186897,9359,6,0,0,0,.,.,.,.,.,2249649,24048611,1043071,9
2018,NV,Final,1593360,13449743,1183659,12,938631,12123896,164983,8,744443,12198273,3445,6,694,8351,1,8,.,.,.,.,3277128,37780263,1352087,9
2018,NY,Final,9658622,52153246,7190903,19,11128003,76745463,1106644,15,1087828,18076792,6882,6,358602,2954350,8,12,.,.,.,.,22233054,149929851,8304437,15
2018,OH,Final,6839823,54451714,4964849,13,4768817,47191540,630204,10,3591707,51235995,18716,7,2632,35918,2,7,.,.,.,.,15202980,152915167,5613770,10
2018,OK,Final,2484031,24116808,1764979,10,1712885,21229143,282873,8,1027324,19229365,18700,5,0,0,0,.,.,.,.,.,5224240,64575316,2066552,8
2018,OR,Final,2079228,18930583,1750239,11,1467790,16470027,237942,9,816303,13921208,24884,6,2381,25996,2,9,.,.,.,.,4365701,49347814,2013067,9
2018,PA,Final,7764870,55896453,5390427,14,3864304,43221520,716936,9,3361586,49155499,11740,7,54696,703259,6,8,.,.,.,.,15045455,148976731,6119109,10
2018,RI,Final,642041,3124168,442006,21,613083,3697587,60127,17,113051,734618,1773,15,4586,26966,1,17,.,.,.,.,1372759,7583339,503907,18
2018,SC,Final,3962861,31852419,2290200,12,2247543,22232833,376843,10,1689887,27701989,4575,6,0,0,0,.,.,.,.,.,7900291,81787241,2671617,10
2018,SD,Final,581764,5018360,400147,12,471755,4903243,72106,10,228849,2944042,3996,8,0,0,0,.,.,.,.,.,1282368,12865645,476248,10
2018,TN,Final,4751657,44381957,2882983,11,3881859,36930451,491565,11,1227684,21598775,1011,6,0,0,0,.,.,.,.,.,9861200,102911183,3375559,10
2018,TX,Final,17609632,157267913,11148781,11,11714651,143524631,1591146,8,6660900,123548620,125718,5,15123,187255,3,8,.,.,.,.,36000306,424528419,12865648,8
2018,UT,Final,1011446,9714507,1091159,10,994353,12083833,130049,8,553971,9392709,9664,6,5439,51359,1,11,.,.,.,.,2565210,31242408,1230874,8
2018,VA,Final,5624478,47962606,3431575,12,4346838,52268211,431057,8,1218100,17757233,3710,7,16434,198595,1,8,.,.,.,.,11205850,118186645,3866343,9
2018,VT,Final,381309,2116045,315137,18,305338,2003515,57036,15,150385,1411388,205,11,0,0,0,.,.,.,.,.,837032,5530948,372378,15
2018,WA,Final,3446381,35338978,3076868,10,2562244,29396404,384365,9,1191154,25263272,27284,5,670,7137,6,9,.,.,.,.,7200449,90005791,3488523,8
2018,WI,Final,3146512,22444733,2700651,14,2571728,24095931,354637,11,1790668,24424585,5783,7,29,208,1,14,.,.,.,.,7508936,70965457,3061073,11
2018,WV,Final,1306097,11679455,859039,11,718595,7774429,144476,9,907954,14192929,11515,6,0,0,0,.,.,.,.,.,2932646,33646813,1015030,9
